"1035","25","IMAX","0.2%","14.6","6","1","2006"
"1036","26","8X Entertainment","0.1%","13.4","1","1","2006"
"1037","27","Rocky Mountain Pictures","0.1%","12.1","5","5","2006"
"1038","28","Magnolia","0.1%","10.8","17","15","2006"
"1039","29","ThinkFilm","0.1%","10.7","25","21","2006"
"1040","30","Yash Raj","0.1%","8.3","4","4","2006"
"1041","31","IFC","0.1%","6.9","30","29","2006"
"1042","32","N Wave","0.1%","6.4","4","0","2006"
"1043","33","UTV Communications","0.1%","5.5","7","6","2006"
"1044","34","Eros","0.0%","4.4","9","9","2006"
"1045","35","Wingate Distribution","0.0%","3.1","1","1","2006"
"1046","36","First Look","0.0%","2.7","5","5","2006"
"1047","37","AdLabs","0.0%","2.6","4","4","2006"
"1048","38","Romar Entertainment","0.0%","2.4","1","1","2006"
"1049","39","Rainbow Films","0.0%","2.0","4","4","2006"
"1050","40","Cineville","0.0%","1.6","1","0","2006"
"1051","41","SK Films","0.0%","1.6","1","0","2006"
"1052","42","Slowhand Cinema","0.0%","1.2","7","5","2006"
"1053","43","Shadow Dist.","0.0%","1.2","7","2","2006"
"1054","44","Zeitgeist","0.0%","1.2","6","5","2006"
"1055","45","Koch Lorber Films","0.0%","1.1","4","3","2006"
"1056","46","TLA Releasing","0.0%","993k","7","5","2006"
"1057","47","Rialto","0.0%","957k","5","4","2006"
"1058","48","Libero, LLC","0.0%","890k","1","1","2006"
"1059","49","Excel","0.0%","710k","1","1","2006"
"1060","50","Palm","0.0%","706k","12","11","2006"
"1061","51","Ram Entertainment","0.0%","617k","1","1","2006"
"1062","52","First Run","0.0%","588k","13","9","2006"
"1063","53","Regent Releasing","0.0%","563k","12","11","2006"
"1064","54","Halestorm","0.0%","544k","2","2","2006"
"1065","55","Newmarket","0.0%","519k","1","1","2006"
"1066","56","Tartan","0.0%","488k","7","5","2006"
"1067","57","Strand","0.0%","472k","18","14","2006"
"1068","58","Echo Bridge Entertainment","0.0%","472k","1","1","2006"
"1069","59","Triumph","0.0%","464k","1","1","2006"
"1070","60","Indican","0.0%","447k","12","6","2006"
"1071","61","Kino","0.0%","426k","8","7","2006"
"1072","62","Cyan Pictures","0.0%","425k","2","2","2006"
"1073","63","ABS-CBN International","0.0%","417k","3","3","2006"
"1074","64","Cinema Guild","0.0%","400k","4","2","2006"
"1075","65","First Independent Pictures","0.0%","387k","5","4","2006"
"1076","66","Fabrication Films","0.0%","383k","2","1","2006"
"1077","67","Giant Screen Films","0.0%","377k","2","0","2006"
"1078","68","Truly Indie","0.0%","318k","8","8","2006"
"1079","69","International Film Circuit","0.0%","306k","5","4","2006"
"1080","70","Balcony Releasing","0.0%","295k","6","5","2006"
"1081","71","Silver Nitrate","0.0%","274k","1","1","2006"
"1082","72","Midnight Movies Entertainment","0.0%","271k","1","1","2006"
"1083","73","SenArt/Scranton-Lacy Films","0.0%","254k","1","1","2006"
"1084","74","The Bigger Picture","0.0%","253k","1","1","2006"
"1085","75","New Yorker","0.0%","245k","9","7","2006"
"1086","76","City Lights Pictures Releasing","0.0%","225k","2","2","2006"
"1087","77","Five & Two Pictures","0.0%","224k","1","1","2006"
"1088","78","120 Degree Films","0.0%","210k","1","1","2006"
"1089","79","Wellspring","0.0%","178k","6","2","2006"
"1090","80","Lovett Releasing","0.0%","160k","1","0","2006"
"1091","81","First Stripe Productions","0.0%","150k","1","1","2006"
"1092","82","Kindred Media Group","0.0%","147k","3","3","2006"
"1093","83","Picture This!","0.0%","143k","6","3","2006"
"1094","84","Cinema Libre","0.0%","141k","5","5","2006"
"1095","85","Bauer Martinez Distribution","0.0%","134k","2","2","2006"
"1096","86","Emerging Pictures","0.0%","120k","3","2","2006"
"1097","87","7th Art","0.0%","116k","2","2","2006"
"1098","88","Vineyard Distribution","0.0%","110k","1","0","2006"
"1099","89","Janus Films","0.0%","107k","1","1","2006"
"1100","90","518 Media","0.0%","100k","1","1","2006"
"1101","91","Goodbye Cruel Releasing","0.0%","91.2k","1","1","2006"
"1102","92","California Newsreel","0.0%","75.0k","1","1","2006"
"1103","93","Arab Film Dist.","0.0%","71.3k","4","3","2006"
"1104","94","Gigantic Releasing","0.0%","60.0k","1","1","2006"
"1105","95","Meadowbrook Pictures","0.0%","58.7k","1","0","2006"
"1106","96","Icarus Films","0.0%","55.9k","4","4","2006"
"1107","97","Gorilla Factory Productions","0.0%","55.4k","1","1","2006"
"1108","98","Reel Source","0.0%","53.6k","1","1","2006"
"1109","99","Maya Entertainment","0.0%","52.0k","1","1","2006"
"1110","100","Thread Cross Films","0.0%","47.2k","1","1","2006"
"1111","101","Vitagraph","0.0%","41.8k","1","1","2006"
"1112","102","Pasidg Productions","0.0%","40.8k","1","0","2006"
"1113","103","Screen Media","0.0%","38.9k","1","1","2006"
"1114","104","Films Philos","0.0%","36.6k","1","1","2006"
"1115","105","Millennium Films, Inc.","0.0%","36.0k","1","1","2006"
"1116","106","At Risk Films","0.0%","35.4k","1","1","2006"
"1117","107","Skouras","0.0%","34.8k","1","1","2006"
"1118","108","Women Make Movies","0.0%","33.3k","1","1","2006"
"1119","109","Aloha Releasing","0.0%","32.8k","4","4","2006"
"1120","110","Unico Entertainment","0.0%","28.0k","1","1","2006"
"1121","111","Ariztical Entertainment","0.0%","25.4k","1","1","2006"
"1122","112","Arrival Pictures","0.0%","23.7k","2","1","2006"
"1123","113","Quixotic Media","0.0%","22.9k","1","1","2006"
"1124","114","Screenland Films","0.0%","22.9k","1","1","2006"
"1125","115","Leisure Time","0.0%","20.5k","1","1","2006"
"1126","116","Skylight Pictures","0.0%","20.1k","1","1","2006"
"1127","117","Cinema Tropical","0.0%","19.8k","1","1","2006"
"1128","118","Mochary Films","0.0%","19.8k","1","1","2006"
"1129","119","Laemmle / Zeller Films","0.0%","17.9k","2","1","2006"
"1130","120","Abkco Films","0.0%","17.1k","1","1","2006"
"1131","121","Holedigger Studios","0.0%","15.6k","1","0","2006"
"1132","122","Fader Films","0.0%","15.0k","1","0","2006"
"1133","123","Sakura Production USA","0.0%","15.0k","1","1","2006"
"1134","124","HP Releasing","0.0%","14.8k","1","1","2006"
"1135","125","The 7th Floor","0.0%","14.8k","2","2","2006"
"1136","126","Rainbow Releasing","0.0%","12.6k","1","1","2006"
"1137","127","Sagewood Cinema Ventures","0.0%","11.8k","1","1","2006"
"1138","128","Tilapia Film","0.0%","11.8k","1","1","2006"
"1139","129","Newport Films","0.0%","11.0k","1","1","2006"
"1140","130","Delphi Film Foundation","0.0%","9.4k","1","1","2006"
"1141","131","Empire","0.0%","8.1k","1","0","2006"
"1142","132","Microangelo Entertainment","0.0%","7.8k","1","1","2006"
"1143","133","Roxie","0.0%","7.5k","1","1","2006"
"1144","134","The Disinformation Co.","0.0%","7.5k","1","1","2006"
"1145","135","Andes Film Company","0.0%","7.1k","1","1","2006"
"1146","136","Bill Plympton","0.0%","5.3k","1","1","2006"
"1147","137","Olive Films","0.0%","4.8k","1","1","2006"
"1148","138","Frontier Films","0.0%","4.8k","1","1","2006"
"1149","139","Castle Hill","0.0%","4.5k","1","1","2006"
"1150","140","Argot Pictures","0.0%","3.9k","1","1","2006"
"1151","141","Four Eyed Monsters","0.0%","3.1k","1","1","2006"
"1152","142","Unknown","0.0%","3.0k","1","1","2006"
"1153","143","Dog Lover's Symphony","0.0%","3.0k","1","1","2006"
"1154","144","ICA","0.0%","2.5k","1","1","2006"
"1155","145","Seventh Art","0.0%","2.2k","1","1","2006"
"1156","146","HB Filmworks","0.0%","2.2k","1","1","2006"
"1157","147","Artistic License","0.0%","2.2k","1","1","2006"
"1158","148","Movin' Picture Studios","0.0%","2.0k","1","1","2006"
"1159","149","Artmattan Prods.","0.0%","1.9k","1","1","2006"
"1160","150","Film Movement","0.0%","1.4k","1","1","2006"
"1161","151","Gold Circle","0.0%","1.3k","1","1","2006"
"1162","152","Luke Films","0.0%","1.1k","1","0","2006"
"1163","153","Oilrag Productions","0.0%","0.8k","1","1","2006"
"1164","154","Bullz Eye Productions","0.0%","0.8k","1","1","2006"
